   8.28419590       8.31974792       4.54767084       5.11691284       7.30667162      0.213317811       4.40502167       1.03818429    
   8.12564754       8.14811039       4.56357336       4.97488689       7.07187700      0.123231374       4.50754690       1.07302618    
   7.96709919       7.97647095       4.57947588       4.83285761       6.83707952       3.31474096E-02   4.61007881       1.10786629    
   7.80855083       7.80482149       4.59537840       4.69081974       6.60226870      -4.37610894E-02   4.71262407       1.14270079    
   7.65000248       7.63317204       4.61128092       4.54878187       6.36743355       9.22234263E-04   4.81519270       1.17752075    
   7.49145412       7.46152258       4.62718344       4.40674400       6.13253832       9.10530165E-02   4.91782236       1.21229470    
   7.33290577       7.28987312       4.64308596       4.26470613       5.89747190      0.181348801       5.02062035       1.24690616    
   7.17435741       7.11822367       4.65898848       4.12266827       5.66196585      0.272219419       5.12385941       1.28094602    
   7.01580906       6.94657421       4.67489100       3.98062301       5.42583609      0.364262313       5.22772264       1.31381845    
   6.85726070       6.77492476       4.69079828       3.83857107       5.18977213      0.453425825       5.33151722       1.34957802    
   6.69871235       6.60327530       4.70671272       3.69650912       4.95238209      0.533574045       5.43663597       1.39436424    
   6.54016399       6.43162584       4.72262812       3.55443048       4.71451139      0.611975968       5.54222965       1.44091439    
   6.38161564       6.25997639       4.73855543       3.41232634       4.47756910      0.691339612       5.64688587       1.48652971    
   6.22306728       6.08832693       4.75449896       3.27018285       4.24113750      0.771082461       5.75101566       1.53180683    
   6.06451893       5.91666746       4.77047014       3.12798119       4.00488806      0.850931823       5.85493755       1.57703769    
   5.90597057       5.74500608       4.78648663       2.98569775       3.76870537      0.930821896       5.95874882       1.62231278    
   5.74742222       5.57334471       4.80257273       2.84330726       3.53255558       1.01073921       6.06245804       1.66767168    
   5.58887386       5.40167618       4.81876278       2.70079064       3.29643035       1.09068108       6.16604042       1.71313643    


          10          10
